image_id,id,caption
228214,30367,A man in uniform is looking at his phone.
187513,30486,A bathroom has green walls and a glass shower door.
210502,30493,A train on the tracks has a black and white striped door.
201775,30641,"A public bathroom with two urinals on a wall, and sink with a mirror over it on another wall."
201775,30707,Two urinals and a sink in a bathroom.
557501,30830,A bathroom is very colorful with blue yellow and red.
298396,31025,An old style kitchen with baby blue cabinets.
557501,31421,A colorful public restroom with striped walls and yellow counter.
298396,31469,A very clean and cozy looking kitchen that could be in a home magazine.
228214,31651,A service man is looking at his cel phone.
435880,31701,A refrigerator next to a red wall in the kitchen.
44652,31739,An airplane is flying high in the cloudy sky.
555050,32095,"A car driving in an intersection, past a furniture shop."
391375,32157,A woman in black sits on a park bench.
453634,32598,A bathroom with a sink and a toilet.
555050,32809,A car in front of a furniture shop with a cow.
391375,32820,A woman sitting on a bench in a stone alcove.
466085,32967,A bathroom that has been gutted with the shower basin the only thing left.
391375,33072,A young woman in black spotted tights is sitting on a bench.
44652,33182,A small airplane is flying across the sky.
210502,33262,The side of a passenger rail train with a stripped door.
435880,33363,A deep freezer and refrigerator are displayed together.
557501,33461,a bathroom with two sinks near towel and soap dispensers.
557501,33746,A restroom with two sinks and a red colored stall.
391375,33765,A beautiful woman sitting on a bench next to a stone building.
298396,33809,A kitchen filled with appliances dishes and a bowl of fruit.
466085,33834,A bathroom that is under construction with a standing shower.
555050,33895,A small compact car driving past a furniture store.
557501,33929,A colorful public restroom focused on the sinks.
555050,34471,A street scene with a car passing by.
442009,34664,a bathroom with a bath tub near windows.
442009,34943,A bathroom scene is shown with a tub and counter.
96549,35288,Egyptair airplane standing on the tarmac at airport.
127987,35494,A baseball player bobble head next to two computer monitors on a desk.
127987,35938,A close of a bobble head doll with a computer in the background.
453634,36030,A fancy bathroom with a clean toilet and piping.
435880,36039,A kitchen has a refrigerator and ice chest.
127987,36772,A bobble head is shown next to computer screens.
453634,37275,a bathroom with a toilet a sink and a shower.
187513,37446,a bathroom with a sink a mirror a toilet and a shower.
435880,37728,A refrigerator and freezer placed next to one another.
453634,38283,A bathroom scene with focus on the toilet.
466085,38955,an unfinished bathroom with a sink and pipes on the floor.
368335,39043,a brown horse is walking in between two cars.
435880,39849,A fridge with a lot of magnets in a kitchen.
423798,39861,A street at night is lit up by streetlights.
140420,40158,A motorcycle is parked on a dirt road in a forest.
466085,40179,A shower base is installed as a bathroom undergoes renovations.
204186,40309,Racers riding four wheelers while a crowd watches.
466085,40566,A rundown bathroom is being stripped and remodeled.
442009,40865,A bathroom with a bathtub and a sink overlooking a blue ocean.
368335,40888,A horse walks between cars in a parking lot.
442009,41078,A bathroom with a big white tub with legs.
368335,41113,A horse walking between the parking spaces of two cars.
140420,41184,A loan bike sits by itself on a dirt road on a bend in a wooded area.
442009,41441,A bathroom scene complete with a cast iron style tub.
423798,41445,A motion blur street scene with the car lights streaking.
127987,41866,A bobble head baseball figurine on a desk.
40471,41869,An older picture of a large kitchen with white appliances.
10363,42156,A gray cat standing on top of a black car.
173008,42644,A man in a tropical print shirt with glasses and long hair is eating a banana.
140420,42675,A motorcycle is parked on a tree lined dirt road.
10363,42954,A cat standing on the hood of a car.
127987,42985,A desk with two computer screens and a Cecil Cooper bobble head.
368335,43048,A horse is standing between two parked cars.
204186,43060,Spectators enjoying a show of two men on four-wheelers.
173008,43283,A man wearing a Hawaiian shirt eats a banana instead of pastries.
140420,43542,Motorcycle on a dirt road by a stream and trees.
452793,43667,A kitchen with a granite counter top and faucet.
204186,43843,Two men ride on atv's and tilt them to the side.
10363,43968,Grey color cat standing on hood of car in garage.
456865,44037,An airplane just landed on the runway.
504711,44065,A fork rests on a plate next to a piece of cake.
288584,44078,A person dressed as a giraffe carrying a bullhorn.
456865,44178,A large plane sits on the large runway.
423798,44241,"An empty street at night with bright lights shining from the light poles, and one very bight light reflecting off the pavement."
504711,44320,A piece of chocolate cake sits on a plate with a fork.
173008,44378,Man taking a bite of a half peeled banana.
288584,44552,A group of people collect around a giraffe head.
140420,45078,A motorcycle is parked on a gravel road in a forest by a stream.
456865,45312,A large white airplane parked upon a runway.
204186,45322,Two men doing a stunt show on four wheeler ATV vehicles.
551304,45495,A white and gold fancy toilet and stainless trash can.
452793,45701,A kitchen with a stainless steel fridge and granite counters.
368335,45775,"From the rear, we see a horse standing between two cars parked in a parking lot."
456865,45864,an airplane sitting on the tarmac with clouds above it.
423798,45867,Beams of light coming off of different objects on a city street.
504711,45988,a piece of chocolate cake and a fork on a plate.
276284,46193,A motorcycle is parked in a parking lot.
173008,46433,a person eating a banana in a kitchen.
103548,46501,A herd of animals traveling down a country road surrounded by a lush green landscape.
226408,46652,Child laying down with arms extended in the air.
551304,46689,A fancy toilet bowl with golden scroll work on it.
40471,46879,An all white painted kitchen with a ceiling fan.
40471,47137,A painted white kitchen with a refrigerator and an automatic dish washer next to an oven stove.
173008,47222,A man eating a banana at a kitchen counter.
10363,47370,A gray cat on the hood of a black car.
558073,47407,a cat sitting in a bathtub not looking amused.
288584,47795,A person in a giraffe costume in a crowd of people.
288584,47924,Somebody wearing a giraffe costume greets people at a park.
558073,47929,An adult cat is sitting inside of a bathtub.
558073,48304,A tiger cat sitting in a white bathtub.
423798,48510,The head beams from the vehicle can be seen clearly as the vehicle makes it's way up the street under the street lights.
456865,48627,airplane on the runway and a cloudy sky.
40471,48943,Small white kitchen with a ceiling fan hanging down.
452793,49112,A kitchen with a big fridge and a big sink.
288584,49130,A person with a giraffe costume greets people coming through the gate.
558073,49285,A striped cat sits in a bath tub.
452793,49343,This new fridge goes great in this clean kitchen.
551304,49494,A well decorated toilet seat with undecorated surroundings.
10363,50337,A cat sitting on the hood of a parked black car in a garage.
102411,50819,Two people riding a motorcycle to the beach.
48924,50937,A dirt bike parked near a tent in the woods.
551304,50949,a bathroom with a decorated toilet near a trash can.
230008,51216,a traffic motorcycle cop waits to give a ticket.
102411,51386,A man riding a motorcycle with a woman on the back.
40471,51424,a white kitchen with a ceiling fan a stove and refrigerator.
204186,51538,A young man performing a trick on an ATV on a field.
48924,51723,a green tent and a parked motorcycle and some trees.
181666,51751,a flock of goats and some men watching them.
48924,51858,Motorcycle parked in front of a tent with the sun going down behind them.
551304,52026,A photograph of a very decorated toilet in a bathroom.
48924,52380,a motorcycle parked next to a green tent in a field.
181666,52711,a man and a large herd of goats in a desert setting.
48924,52740,A parked motorcycle next to a green tent.
558073,52927,Cat messing around in the white bathtub.
452793,53393,"View of kitchen sink, stainless refrigerator and breakfast room."
181666,53860,The nomadic sheepherd walks behind a large group of livestock in their desert habitat.
504711,54109,A closeup on some chocolate cake has a fork by it.
181666,54145,A man is herding his goats is the desert.
543047,54215,A scene of an apartment with a dining table and a couple of couches.
181666,55096,Men keep watch on a herd of goats.
230008,55596,A police officer on a motorcycle sitting at the corner.
230008,55608,A police officer is outside on his bike.
504711,55705,A piece of dutch chocolate cake with a fork on a plate.
102411,56807,Two people sitting on a motorcycle in the street next to a beach.
230008,57060,Police officer laying a speed trap for the purpose of writing a ticket.
565391,57071,A jeep with a dead bird on the windshield.
565391,57302,A cat sleeps on top of a parked jeep.
485802,59664,An airplane leaving a trail in the sky.
543047,59777,"A living room and dining room have two tables, couches, and multiple chairs."
86220,59845,A car and a public transit vehicle on a road.
276284,59876,A lone motorcycle parked in parking space at night.
543047,59897,"A colorful living area with living room, dining room and a kitchen."
565391,59927,A parked jeep with a cat laying on it's hood.
543047,59957,"Living area with purple couches, looking into the dining area."
276284,60008,a motorcycle in a parking lot with a sky background.
86220,60310,a car in front of a train on train tracks.
230008,60801,A police man on a motorcycle is idle in front of a bush.
412894,60806,Dozens of people walking around a metro area.
103548,60988,Jogger running past a flock of sheep in a rural area.
102411,61028,Two people are riding a motorcycle on the beach.
412894,61205,"People walk down a busy city street, with traffic light."
86220,61306,A tram and a car make their way through town.
485802,61341,A plane flying straight up and high in the sky leaves a tail of smoke.
485802,61404,An airplane leaves a contrail in the air.
543047,61526,A living room and dining room are in pink and green.
485802,61905,A plane accelerating through the sky leaving a tail.
99054,61954,some planes on an air port run way.
26564,61967,An office desk with a row of books and a desktop computer and laptop computer on the desk.
102411,62159,A couple sit on a motorcycle at the beach.
276284,62513,A motorcycle in a parking lot at night.
86220,62809,A silver car in the street next to a metal railing.
485802,63135,A plane flying in the sky with a trail of white smoke behind it.
26564,63593,A desktop computer next to a laptop computer.
276284,63770,A lone motorcycle is parked in the lighted parking lot.
26564,63953,a desk with a laptop some keyboards and some books.
86220,64471,A white car and a white bus parked parallel from one another.
412894,64487,A bunch of people crossing the street in a city.
99054,64555,A large jet airplane sitting on a tarmac at an airport.
565391,64727,A black and white cat laying on top of a jeep.
99054,64750,An airplane parked at the runway is being serviced by workers.
26564,65387,There is a desktop computer and a laptop sitting on an organize desk in an office.
99054,65761,"An airplane being prepped for flight, as another plane passes by."
103548,65887,A man walking beside sheep on a country road.
26564,66011,"A office desk with a monitor, laptop, and books."
103548,66028,Jogger running past a flock of white sheep.
62025,67119,An image of a hotel bathroom that is ugly.
489091,67122,A residential bathroom has a modern motel look with upgraded fixtures and accessories.
99054,67558,An airplane is at an airport with yellow hoses by it.
103548,67687,A runner wearing spandex has come across a large herd traveling down the dirt road.
155154,67736,The bathroom is small and white and gray.
489091,67764,A small bathroom with a large mirror and single sink vanity.
412894,67910,People cross the street at the corner of luxury buildings.
155154,68021,"A small, white chamber contains various devices and doors."
565391,68894,Cat sleeping on the hood of a convertible jeep.
71711,68948,A large airplane museum with old war planes.
489091,69090,A white bathroom that has been newly cleaned.
152771,69388,A bike in the middle of an empty parking lot next to trees.
437392,69484,A toilet that is decorated like a pink stuffed animal.
437392,69562,A pink monster made out of a toilet seat with googley eyes.
155154,70292,A bathroom with significant modifications made to it.
62025,70485,A small bathroom where the vanity is over the sink and toilet.
571804,70521,Ten porcelain pieces with floral patterns painted on them.
78404,70600,Three women sitting on a park bench next to each other.
155154,70739,A small bathroom on an airplane with handles on either side.
308631,70908,People stand around an antique motorcycle in a grassy area.
78404,71032,A group of women sitting on a full bench.
489091,71331,A bathroom sink next to a white toilet under a large mirror.
412894,71627,People are walking across the street at an intersection.
62025,71652,A bathroom contains a toilet and sink below a vanity.
489091,71745,A vanity and toilet are in a bathroom under a mirror.
423971,71900,A toilet with an illuminated seat in a restroom.
423971,71924,a bathroom with a fancy toilet in it.
304560,72009,A black ct with green eyes sitting in the sun.
152771,72472,An empty parking lot features green trees and a single white bicycle.
571804,72558,"A collection of sinks, and basins are on display."
71711,72875,A group of old planes on display in a museum.
71711,72914,An indoor museum exhibit features several old planes.
571804,73044,"fine china stays on display, not to be touched."
62025,73071,A bathroom has an mirror with an overhead light.
221708,73240,Lights shine on a wooden dining room table.
437392,73339,A pink think with a mop for hair and bulging eyeballs.
62025,73377,"A bathroom with a sink, toilet and tub in front of a large mirror."
155154,73388,"Some sort of bathroom facility, possibly in an airplane."
308631,73653,An old with motorcycle with people standing beside it.
437392,73693,"A pink, handmade puppet sits on the floor."
437392,73825,A pink puppet toy with googly eyes on a hanger.
304560,74130,A cat that is staring at the camera.
152771,74185,A bicycle parked in an empty parking lot by itself.
308631,74820, A motorcycle parked in front of a crowd of people.
571804,75162,A porcelain tea and bathroom set is on display.
571804,75555,"A collection of soap dishes, bowls, and small trinkets."
71711,75935,An air hanger with two world war two airplanes parked next to each other.
26204,75979,A street filled with lots of traffic next to tall buildings.
221708,76267,A kitchen with a table and four chairs.
85576,76287,A commercial bathroom stall with empty toilet paper holders.
85576,76602,An empty toilet stall with two rolls of used toilet paper and one full roll.
85576,76767,A toilet in a restroom next to a busted toilet paper dispenser.
304560,76812,A black cat sitting in a field of grass.
423971,76925,A modern looking commode in a very tiny bathroom.
85576,77355,The toilet paper containers in this public restroom are empty and need to be refilled.
85576,77508,Two empty toilet paper roll holders hang in the stall while the empties lay around and a nice roll sets on the bar.
423971,77651,Toilet with open lid in the middle of a bathroom.
423971,77732,A bathroom scene with a modern toilet and wooden fixtures.
71711,78653,A group of people walk around old planes in a hanger.
153217,78749,a black cat standing in front of a motorcycle.
304560,79362,I black cat with yellow eyes sitting in the grass.
308631,79530,People standing around a home built motorcycle used for racing.
304560,79596,A black cat is staring directly into the camera.
308631,80049,a group of people gathered around an old dirty vintage motorcycle.
152771,80086,A lone bicycle parked in a parking lot with cars parked on a street.
78404,80401,3 ladies sitting together on a bench in the park.
221708,81169,Partial picture of a kitchen and a table and chairs under a lamp.
270066,81302,A motorcycle is parked near a puddle and a van.
152771,81565,A bicycle stands in the middle of an empty parking lot.
348708,81710,The banana is laying next to an almost empty bowl.
26204,82087,Cars and a bus are stopped at an intersection.
221708,82096,Small table and chairs set in a small kitchen.
153217,82346,A black cat with arched back walking past a motorcycle.
221708,82426,A wood paneled kitchen with dining table and tiled floor.
153217,82805,A BLACK CAT POSING IN FRONT OF MOTORCYLE.
78404,82897,A group of women sitting on a park bench.
153217,82901,A cat walks next to a motorcycle on a sidewalk.
26204,82933,many vehicles stopped on a city street.
224051,82985,A bike is perched on a concrete girder on the road.
270066,83057,A white and black motorcycle sits next to a van in a parking lot.
163746,83059,A pretty young girl standing next to another pretty young girl on a beach.
382122,83060,A large church building with a massive clock tower.
153217,83162,A black cat meanders up the walkway in front of a motorcycle in front of a house.
348708,83429,a bowl of food next to a very close banana.
163746,83431,people walking onto the beach from the water.
382122,83432,a church building with a tall narrow clock tower.
348708,83639,A banana and a nearly empty bowl of food resting on top of a table.
270066,83855,A white and black motorcycle sits in a parking spot.
348708,84386,A bowl with something in it with a banana next to it.
78404,84466,The bench's maximum weight capacity may be strained.
270066,84554,A white motorcycle sitting in front of a van.
26204,84640,A number of vehicles waiting at an intersection.
270066,84824,A white motorcycle parked next to a sidewalk.
571857,85001,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background."
209747,85477,A gray and white kitten sitting in a bathroom sink.
26204,85528,A group of cars waiting at an intersection for the light to change.
348708,85604,A bowl filled with leftover food sitting next to a banana.
163746,85903,Two almost identical photos with some minor cropping show two young girls standing on the coast with people in the water in the background as a plane flies overhead.
382122,85904,A church with a clock stands behind a fence.
224051,85913,A bike parked on the side walk and a car on the street.
575205,86353,A small plane is preparing to land on the strip.
224051,86705,Bicycle parked by the side of busy highway on a concrete slab.
163746,86767,Girls playing on a beach with an airplane flying above them.
382122,86768,Large brick building with a clock tower at its height.
571857,87740,A couple of people sitting in chairs behind an airplane.
163746,88102,people on the beach really close to the water.
382122,88103,a tall tower with a clock on top.
17379,88183,a flat screen TV embedded in a restroom mirror.
55002,88270,A metallic toilet sitting in a small bathroom.
575205,88519,A small airplane coming in for a landing.
571857,89288,A man and woman who have set up camp on a sandy beach.
55002,89641,An overhead of a stainless steel open toilet with a man's feet stradling.
575205,89815,A small airplane is in the air on a runway.
575205,89887,A Plane on runway taking off above ground.
209747,90103,The tiny kitten looks sad sitting in the bathroom sink with a scrub brush on the rim.
224051,90395,A bicycle parked near a curb on the highway.
571857,90485,two people outside sitting on chairs with planes around them.
209747,90973,A gray and white kitten in a white bathroom sink.
202228,91308,The reflection of a man taking a picture in a mirror.
194832,91534,A television screen is displayed in an empty bus.
147518,92043,A bathroom that has magazine rack and small cabinet.
209747,92122,A kitten sitting in a skin with a green brush with green bristles.
194832,92569,A vacant bus has seats facing in multiple directions.
575205,92644,a small plane taking off from a run way in mid air.
17379,92875,a tv in a bathroom mirror next to sinks.
147518,93225,"Compact bathroom area, tub, toilet, magazine area and sink."
224051,93257,A bicycle sits parked along a busy roadside.
202228,93483,A man takes his picture using the bathroom mirror.
209747,93556,Kitten looking puzzled sitting in a bathroom sink.
147518,94254,Small residential bath room decorated in wood tones.
194832,94354,The inside of a commuter city bus with palide seats.
202228,95112,A man wearing a hat while standing in front of a bathroom mirror.
194832,95656,An empty bus with brown cloth covered seats.
3661,95784,A bunch of bananas sitting on top of a wooden table.
202228,95973,A man taking a picture of himself in a mirror.
55002,96055,A man standing over a shiny metal toilet.
55002,96529,An aerial view of an open toilet seat that someone is standing in front of.
17379,97108,A football game on TV reflects in a bathroom mirror.
147740,97116,A woman walking while carrying bananas on her hat.
194832,97279,"An empty bus has tartan seats, and a wooden floor."
243204,97929,A person is holding a spatula near slices of bread on a stove.
571857,98324,two people are camping out in the desert.
368900,98509,A cluttered room filled with a tv and a kitchen.
147518,98883,A tissue box on top of a toilet in a bathroom.
147740,98919,A woman carrying a bunch of bananas on her head walking down a street.
147518,99099,an image of a clean full bathroom.
368900,99142,a room with a television set a stool and some pictures.
147740,99396,Woman carrying a bunch of bananas on top of her hat.
55002,99496,"Metal commode from above, photographer's shoes visible."
214192,100329,two motocross racers in the middle of a race.
17379,100348,A flat screen TV adorns a bathroom mirror.
368900,100372,A small apartment has many belongings in it.
134096,100570,A calico cat drinking from a sink faucet.
17379,100684,A photo of a video game in the middle of a large mirror in a bathroom.
441586,100705,"MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON."
243204,100875,A person bundled in winter clothing and scarf cooking.
147740,101244,A woman walks down the street with bananas on her hat.
134096,101329,Cat attempting to get a drink out of a faucet.
214192,101382,Two competitors skidding during a dirt bike competition.
368900,101506,The front room of an apartment with the basics.
425221,101633,A plane is flying away from the airport.
3661,101682,A closeup of a group of bananas on a table.
147740,102039,A lady walks down the street with bananas on her head.
214192,102447,A picture of two motorcross people skidding in the dirtroad.
