image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
486046,426237,a close up of a giraffe with a zebra in the background,up of,a close,a giraffe,,in front of,a close up of a giraffe with a zebra in the background
368900,104038,A TV sits in a room with many other things.,in,A TV,a room,sits,across,A TV sits across a room with many other things.
407298,414035,A young boy wearing a catchers mitt holding a ball.,wearing,A young boy,a catchers mitt,holding,beside,A young boy beside a catchers mitt holding a ball.
76261,255949,two birds fly in the sky over mountains,in,two birds,the sky,fly,full of,two birds fly full of the sky over mountains
556765,36608,An elephant with red on it's face in the water.,with,An elephant,red,,besides,An elephant besides red on it's face in the water.
425702,41595,A man walking on the beach carrying a surfboard.,on,man,beach,walking,covered,A man walking covered the beach carrying a surfboard.
500565,285753,A woman holding a child wrapped in a towel brushing her teeth.,in,child,towel,wrapped,up at,A woman holding a child wrapped up at a towel brushing her teeth.
546556,787666,A flock of sheep lie down in a field.,in,a flock of sheep,a field,lie down,among,A flock of sheep lie down among a field.
50149,430295,A group of bunches of bananas are shown hanging together.,of,group,bunches,are shown,down into,A group down into bunches of bananas are shown hanging together.
549220,569526,a dog that is sitting on a skate board,on,dog,skate board,sitting,into,a dog that is sitting into a skate board
303566,768391,A bunch of boxes that have fruit inside of them.,of,bunch,boxes,have,by,A bunch by boxes that have fruit inside of them.
500716,74246,A man looking through a thumb hole on a scissors.,through,man,thumb hole,looking,on top of,A man looking on top of a thumb hole on a scissors.
434459,27141,A man and a woman cutting up a big sheet cake.,up,A man and a woman,a big sheet cake,cutting,inside,A man and a woman cutting inside a big sheet cake.
426241,325298,Many electronic devices and a tangle of wires are on and around the desk.,on,Many electronic devices and a tangle of wires,the desk,are,within,Many electronic devices and a tangle of wires are within and around the desk.
80273,217727,a man snow boarding with snow gear on ,with,a man,snow gear,snow boarding,of,a man snow boarding of snow gear on
367680,654453,A horse drawn carriage among several other motor vehicles on a road.,among,A horse drawn carriage,several other motor vehicles,,between,A horse drawn carriage between several other motor vehicles on a road.
493799,172833,A white plate full of cooked meat and vegetables.,of,plate,cooked meat and vegetables,,outside of,A white plate full outside of cooked meat and vegetables.
470779,490736,a group of people with skiis standing next to each other ,of,group,people,,up,a group up people with skiis standing next to each other
276707,827061,A close-up of a street sign with small shops in the background.,of,A close-up,a street sign,,beside,A close-up beside a street sign with small shops in the background.
122166,791971,The cars are travelling behind the guy on the bicycle,behind,The cars,the guy,are travelling,while,The cars are travelling while the guy on the bicycle
453040,425512,A wedding cake topping with decor and flowers.,with,A wedding cake topping,decor and flowers,,out of,A wedding cake topping out of decor and flowers.
572620,194154,A man riding a skateboard on top of a ramp.,on top of,a skateboard,a ramp,riding,out,A man riding a skateboard on top of a ramp.
565045,317697,Two towels are hanging on the wall beside a shower door.,on,Two towels,the wall,are hanging,under,Two towels are hanging under the wall beside a shower door.
289516,8468,A clock sits above green bushes under a blue sky.,above,A clock,green bushes,sits,wearing,A clock sits wearing green bushes under a blue sky.
468505,94896,Dude ecstatic sitting by himself at a table full of food.,by,Dude,himself,sitting,around,Dude ecstatic sitting around himself at a table full of food.
426836,714060,THIS IS A BREATHTAKING PHOTO OF SOMEONE FLYING A KITE,OF,PHOTO,SOMEONE,FLYING,beyond,THIS IS A BREATHTAKING PHOTO beyond SOMEONE FLYING A KITE
580410,239153,A living room with a white sofa and a gray rug.,with,A living room,a white sofa,,against,A living room against a white sofa and a gray rug.
512985,466163,The man stands holding a surfboard as he looks out at the sea.,at,he,the sea,looks,down,The man stands holding a surfboard as he looks out down the sea.
25603,545517,A girl sitting around a table in a restaurant eating a pizza.,around,girl,table,sitting,of,A girl sitting of a table in a restaurant eating a pizza.
423519,759552,a public transit bus on a city street ,on,a public transit bus,a city street,,side by side,a public transit bus side by side a city street
35770,797290,a bathroom with three toilets and a big sink,with,a bathroom,three toilets,,at,a bathroom at three toilets and a big sink
392818,827716,a black brown and white dog wearing a pink and white jacket,wearing,a black brown and white dog,a pink and white jacket,,up and out,a black brown and white dog up and out a pink and white jacket
549674,212641,Computer with two screens showing both screens and the keyboard.,with,Computer,two screens,showing,at,Computer at two screens showing both screens and the keyboard.
289516,13487,A clock that is surrounded by tall grass in a park.,by,clock,tall grass,is surrounded,up at,A clock that is surrounded up at tall grass in a park.
186980,323698,a wooden dinette table and two chairs with place settings,with,two chairs,place settings,,in front of,a wooden dinette table and two chairs in front of place settings
391144,316623,A group of adult elephants and one baby elephant drinking water.,of,group,adult elephants,drinking,as,A group as adult elephants and one baby elephant drinking water.
166521,475601,A room that has two televisions in it.,in,two televisions,it,has,with,A room that has two televisions with it.
560178,623509,Someone is holding a veggie with a bite already taken from it.,with,veggie,a bite,holding,inside of,Someone is holding a veggie inside of a bite already taken from it.
279145,733084,A wooden bench surrounded by potted plants in front of a house.,in front of,potted plants,a house,,against,A wooden bench surrounded by potted plants in front of a house.
523957,786111,a Skateboarder weaving in and out of cones,in and out,Skateboarder,cones,weaving,beside,a Skateboarder weaving in and out of cones
199977,355648,The airplane in the sky is doing tricks while spitting out smoke.,in,The airplane,the sky,is doing,under,The airplane under the sky is doing tricks while spitting out smoke.
65288,418903,Little birds on the back of chairs at an outdoor restaurant ,on,Little birds,the back of chairs,,underneath,Little birds underneath the back of chairs at an outdoor restaurant
400922,144798,A photograph of Key Bank with a clock under the sign.,of,A photograph,Key Bank,,over,A photograph over Key Bank with a clock under the sign.
467511,250798,A man and a woman in helmets standing at a motorcycle.,in,A man and a woman,helmets,standing,outside,A man and a woman outside helmets standing at a motorcycle.
142620,787064,A man eating out on a table and bench.,on,man,table,eating,under,A man eating out under a table and bench.
328683,565510,A parking meter sitting on the sidewalk in front of a building.,on,A parking meter,the sidewalk,sitting,of,A parking meter sitting of the sidewalk in front of a building.
13348,738861,A Japan Airlines plane sits parked at an airport.,at,plane,an airport,sits,along,A Japan Airlines plane sits parked along an airport.
159458,434364,A dog laying on a bed in a bedroom with wood floors.,on,dog,bed,laying,ON,A dog laying ON a bed in a bedroom with wood floors.
527528,153969,A group of kites are being flown in the air.,of,group,kites,are being flown,among,A group among kites are being flown in the air.
358923,512756,A woman with an umbrella hat on talking on a cell phone.,with,A woman,an umbrella hat,talking,holding,A woman holding an umbrella hat on talking on a cell phone.
576031,79919,A lady is trying to go ice skating/skiing.,to,lady,go,is trying,along,A lady is trying along go ice skating/skiing.
78032,581672,There are two metal benches on the patio.,on,two metal benches,the patio,are,wearing,There are two metal benches wearing the patio.
185472,136266,The train is approaching and a man is getting off his bicycle.,off,man,bicycle,is getting,into,The train is approaching and a man is getting into his bicycle.
73118,379035,Two brown teddy bears sitting side by side.,side by side,Two brown teddy bears,,sitting,of,Two brown teddy bears sitting side by side.
461751,669848,A man on a motorcycle driving beside a van.,on,A man,a motorcycle,driving,back to,A man back to a motorcycle driving beside a van.
422998,736865,A woman is preparing a sandwich on a paper plate.,on,a sandwich,a paper plate,is preparing,covered,A woman is preparing a sandwich covered a paper plate.
63740,19458,A desktop with two computers and fruit on it.,with,A desktop,two computers,,outside of,A desktop outside of two computers and fruit on it.
451571,189276,Meal with corn on the cob placed on a plate.,with,Meal,corn,placed,out of,Meal out of corn on the cob placed on a plate.
300842,476292,A red skateboard with blue wheels on the floor with someones foot on it.,with,A red skateboard,blue wheels,,onto,A red skateboard onto blue wheels on the floor with someones foot on it.
231822,327981,a tray of food with two glasses of drink and salt and pepper ,of,tray,food,,close to,a tray close to food with two glasses of drink and salt and pepper
80022,216000,A tennis player wearing white holds out his tennis racket as a ball floats in the air near it.,in,ball,air,floats,in to,A tennis player wearing white holds out his tennis racket as a ball floats in to the air near it.
392228,576963,We are looking up at a clock in the peak of a roof.,up at,We,a clock,are looking,as,We are looking up at a clock in the peak of a roof.
270402,222385,A couple of elephants are walking around in the dirt,around,elephants,the dirt,are walking,up and out,A couple of elephants are walking up and out in the dirt
385997,516324,Black and white photograph of a dog sleeping in the middle of a living room,of,photograph,a dog,sleeping,within,Black and white photograph within a dog sleeping in the middle of a living room
492937,19526,a vintage photo of a bike eith a lock on it,of,a vintage photo,a bike,,by,a vintage photo by a bike eith a lock on it
107339,108154,Two children in a room with tables and couches.,in,Two children,a room,,in and out,Two children in and out a room with tables and couches.
132931,519398,two men on different baseball teams getting ready for the next move.,on,two men,different baseball teams,getting,near,two men near different baseball teams getting ready for the next move.
341469,249316,A man standing next to a stack of red luggage.,next to,A man,a stack of red luggage,standing,inside of,A man standing next to a stack of red luggage.
22623,382719,Some control buttons on an orange and silver electronic device.,on,Some control buttons,an orange and silver electronic device,,against,Some control buttons against an orange and silver electronic device.
382125,94669,two men sitting at a table with one holding a plate with a slice of pizza on it,at,two men,a table,sitting,outside of,two men sitting outside of a table with one holding a plate with a slice of pizza on it
459809,443022,A group of people flying a kite on the water.,of,group,people,flying,under,A group under people flying a kite on the water.
402096,6942,A traffic sign has been vandalized to look like a scary face.,like,a scary face,,vandalized,from,A traffic sign has been vandalized to look from a scary face.
68765,64503,A keyboard sitting on a desk next to a computer mouse.,on,keyboard,desk,sitting,up,A keyboard sitting up a desk next to a computer mouse.
490171,374563,A dog rides on a surfboard with a person.,on,dog,surfboard,rides,outside of,A dog rides outside of a surfboard with a person.
403353,104585,A lamp sitting next to a small bed with a book on top of it.,next to,A lamp,a small bed,sitting,from,A lamp sitting next to a small bed with a book on top of it.
249643,400153,A train that is riding on tracks through a station.,on,train,tracks,is riding,besides,A train that is riding besides tracks through a station.
392933,89181,A giraffe running away through grass toward trees.,through,giraffe,grass,running,close to,A giraffe running away close to grass toward trees.
347456,406005,Mother and child elephant in a fenced pastoral field.,in,Mother and child elephant,a fenced pastoral field,,full of,Mother and child elephant full of a fenced pastoral field.
460494,474914,Assorted meal sitting on a plate with a white glass of milk.,on,Assorted meal,a plate,sitting,by,Assorted meal sitting by a plate with a white glass of milk.
56350,445648,A mural of people are on a yellow tile wall.,of,A mural,people,are,out of,A mural out of people are on a yellow tile wall.
271997,539421,A photo of a young male in a suit jacket and tie.,of,A photo,a young male,,underneath,A photo underneath a young male in a suit jacket and tie.
560011,532615,An office desk with a computer keyboard and mouse.,with,An office desk,a computer keyboard and mouse,,out,An office desk out a computer keyboard and mouse.
513524,234200,A man in a wetsuit on a blue surfboard.,in,man,wetsuit,,over,A man over a wetsuit on a blue surfboard.
254516,683896,Batter warming up near dug out during major game.,near,Batter,dug out,warming up,by,Batter warming up by dug out during major game.
99810,767578,Small certain was child eating donuts off a blue plate.,off,donuts,a blue plate,eating,around,Small certain was child eating donuts around a blue plate.
23034,556566,A man riding on the back of a brown horse.,on,man,back,riding,as,A man riding as the back of a brown horse.
76625,288306,A train with headlights traveling on a track past pedestrians.,with,A train,headlights,traveling,into,A train into headlights traveling on a track past pedestrians.
172977,516848,A Zebra standing on a dirt ground inside a fenced area.,on,A Zebra,a dirt ground,standing,up to,A Zebra standing up to a dirt ground inside a fenced area.
261796,766974,A tree stands next to an old wood house,next to,A tree,an old wood house,stands,back to,A tree stands next to an old wood house
46252,557521,a baseball player with a bat on the field,with,a baseball player,a bat,,during,a baseball player during a bat on the field
267351,120292,The white and yellow clock with a red roof reads 11:44.,with,clock,a red roof,reads,in,The white and yellow clock in a red roof reads 11:44.
311394,437511,The baby is holding and looking at his tooth brush.,at,baby,tooth brush,looking,AT,The baby is holding and looking AT his tooth brush.
110884,728865,A green tinted bathroom consisting of a toilet and sink,of,bathroom,a toilet and sink,consisting,off,A green tinted bathroom consisting off a toilet and sink
48564,222017,A young man dressed for skiing talking on a cell phone.,for,man,skiing,dressed,on,A young man dressed on skiing talking on a cell phone.
151820,28629,A group of people talking and sharing a meal in a restaurant.,of,group,people,talking,down into,A group down into people talking and sharing a meal in a restaurant.
525286,627885,A large clock is on the wall where the paint is peeling.,on,A large clock,the wall,is,to,A large clock is to the wall where the paint is peeling.
347544,103400,There is an old multi colored volvo parked next to a motel,next to,volvo,motel,parked,during,There is an old multi colored volvo parked next to a motel
253695,428289,A professional baseball player with his glove out.,with,A professional baseball player,his glove,,off,A professional baseball player off his glove out.
67534,622459,A man wearing a collar shirt with a blue tie,wearing,A man,a collar shirt,,towards,A man towards a collar shirt with a blue tie
139,379917,A woman standing in a kitchen by a window,in,woman,kitchen,standing,out,A woman standing out a kitchen by a window
318455,256138,Half a cake and two plates of cupcakes on a table.,on,Half a cake and two plates of cupcakes,a table,,up,Half a cake and two plates of cupcakes up a table.
23751,186764,A statue of children flying a kite in front of a building.,of,A statue,children,flying,up of,A statue up of children flying a kite in front of a building.
201646,823538,A man is staring at something in his hand.,at,man,something,is staring,next to,A man is staring next to something in his hand.
388927,42201,a hand holding a gray and blue clock and some peoples legs,holding,a hand,a gray and blue clock,,from,a hand from a gray and blue clock and some peoples legs
296969,355611,A group of giraffe standing next to each other.,of,group,giraffe,standing,with,A group with giraffe standing next to each other.
247838,365178,A herd of bison stroll by the snow covered banks of a stream.,by,A herd of bison,the snow covered banks of a stream,stroll,among,A herd of bison stroll among the snow covered banks of a stream.
530470,720190,A field full of people flying kites in a cloudy blue sky.,in,people,a cloudy blue sky,flying,in to,A field full of people flying kites in to a cloudy blue sky.
192716,583529,A red stop sign sitting in front of a tall palm tree.,in front of,A red stop sign,a tall palm tree,sitting,through,A red stop sign sitting in front of a tall palm tree.
568981,782299,a man that is taking a picture of a little boy,of,a picture,a little boy,is taking,near,a man that is taking a picture near a little boy
491008,267879,A man and a woman holding up a pizza in a seating area.,in,a pizza,a seating area,holding,out,A man and a woman holding up a pizza out a seating area.
279774,313606,Two young boys playing t-ball at ball park,at,Two young boys playing t-ball,ball park,playing,on,Two young boys playing t-ball on ball park
121586,736388,Office space with cat on the television and work.,with,Office space,cat,,against,Office space against cat on the television and work.
349860,410320,a man in the air with a skateboard above a half pipe ,in,man,the air,,underneath,a man underneath the air with a skateboard above a half pipe
516143,609863,A green and blue bus driving down a street.,down,bus,street,driving,between,A green and blue bus driving between a street.
482978,305481,This is a multi colored train at this train station,at,train,train station,is,up of,This is a multi colored train up of this train station
39769,547444, two cats lying near two remotes on a purple sheets,near,two cats,two remotes,lying,around,two cats lying around two remotes on a purple sheets
516143,608156,An empty city bus travels down a city street.,down,bus,street,travels,up of,An empty city bus travels up of a city street.
133418,91825,A man playing tennis on a red coat in all white.,on,A man playing tennis,a red coat,playing,with,A man playing tennis with a red coat in all white.
227686,173905,Horse with blinders on walking through wooded area,with,Horse,blinders,walking,covered,Horse covered blinders on walking through wooded area
370478,642925,A suitcase and a laptop sit on a bedroom floor,on,A suitcase and a laptop,a bedroom floor,sit,into,A suitcase and a laptop sit into a bedroom floor
154644,124648,A LADY TALKING ON THE PHONE AND SMOKING A CIGARETTE.,ON,LADY,PHONE,TALKING,close to,A LADY TALKING close to THE PHONE AND SMOKING A CIGARETTE.
104572,453451,A bathroom with orange decorated wallpaper and a mirror.,with,A bathroom,orange decorated wallpaper,,in and out,A bathroom in and out orange decorated wallpaper and a mirror.
443426,657647,A guy in a suit and tie is posing for the camera.,in,guy,suit,is posing,out,A guy out a suit and tie is posing for the camera.
55528,132631,A man is holding a toothbrush and a paper bag while seated.,while,A man,,is holding,in front of,A man is holding a toothbrush and a paper bag in front of seated.
118515,19289,A spotted kitten sitting on a wooden bench.,on,A spotted kitten,a wooden bench,sitting,about,A spotted kitten sitting about a wooden bench.
244019,85356,a white wall with some graffiti and a red white and blue fire hydrant,with,a white wall,some graffiti,,above,a white wall above some graffiti and a red white and blue fire hydrant
263796,294186,A red toilet with many pipes and wires behind it.,with,A red toilet,many pipes and wires,,beyond,A red toilet beyond many pipes and wires behind it.
11122,230342,A stop sign behind a green chain link fence.,behind,A stop sign,a green chain link fence,,across,A stop sign across a green chain link fence.
289417,113644,A boy on skis standing in the snow.,on,boy,skis,standing,Outside,A boy Outside skis standing in the snow.
572517,316402,a large bear landing a large polar bear is in the background preparing to drink from the water ,in,a large polar bear,the background,is,up and out,a large bear landing a large polar bear is up and out the background preparing to drink from the water
425390,205924,a cat resting on a laptop keyboard in a bedroom,on,cat,laptop keyboard,resting,ON,a cat resting ON a laptop keyboard in a bedroom
376442,466752,A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile.,on top of,A black stuffed animal,a toilet,sitting,between,A black stuffed animal sitting on top of a toilet in a bathroom stall with blue floor tile.
376278,115515,A picture of an animal on the ground.,of,A picture,an animal,,up and out,A picture up and out an animal on the ground.
294162,528472,An open laptop compute with a computer mouse.,with,An open laptop compute,a computer mouse,,wearing,An open laptop compute wearing a computer mouse.
282037,596147,A full view of some baseball players in the field.,of,A full view,some baseball players,,near,A full view near some baseball players in the field.
377393,726087,View of plaza with tower near beach on sunny day.,of,View,plaza,,full of,View full of plaza with tower near beach on sunny day.
248334,662248,Group of adults and children riding in wooden boat on river.,in,Group of adults and children,wooden boat,riding,covered,Group of adults and children riding covered wooden boat on river.
551815,96730,An orange cat laying on a white and brown cat in a bed.,on,An orange cat,a white and brown cat,laying,with,An orange cat laying with a white and brown cat in a bed.
170955,372266,That President seems to be walking along the sidewalk.,along,President,the sidewalk,walking,out,That President seems to be walking out the sidewalk.
374727,85517,A street sign showing four different roads on it,on,four different roads,it,showing,out of,A street sign showing four different roads out of it
214703,629737,Two young people are body boarding in the open water.,in,people,the open water,are body boarding,inside of,Two young people are body boarding inside of the open water.
19402,551900,Two people with heavy winter coats are eating,with,Two people,heavy winter coats,are eating,along,Two people along heavy winter coats are eating
322895,502560,A living room that has a bunch of different couches.,of,bunch,different couches,has,above,A living room that has a bunch above different couches.
125850,636144,A cat that has curled up in a bowl.,in,cat,bowl,has curled up,besides,A cat that has curled up besides a bowl.
134322,128595,A kite flown above a body of water with many spectators,above,A kite flown,a body of water,flown,within,A kite flown within a body of water with many spectators
61471,545440,A brown dog standing next to a toilet in a bathroom.,next to,A brown dog,a toilet,standing,AT,A brown dog standing next to a toilet in a bathroom.
125936,381347,People in a grocery story that sells fruit and drinks.,in,People,a grocery story,sells,near,People near a grocery story that sells fruit and drinks.
398028,112506,A person practices batting during a baseball game.,during,A person,a baseball game,practices,in to,A person practices batting in to a baseball game.
361142,678081,this large building has a tower that has a clock on it,on,clock,it,has,down into,this large building has a tower that has a clock down into it
501243,230147,Three zebras standing in the sand in a zoo.,in,Three zebras,the sand,standing,outside of,Three zebras standing outside of the sand in a zoo.
58111,641344,An orange cat rests on a white counter top,on,cat,counter top,rests,up to,An orange cat rests up to a white counter top
88269,227167,a plate with a bowl of tomato soup and two halves of a grilled cheese sandwich.,with,a plate,a bowl,,against,a plate against a bowl of tomato soup and two halves of a grilled cheese sandwich.
250205,416046,Two heron are standing on some rocks near some water.,on,Two heron,some rocks,are standing,against,Two heron are standing against some rocks near some water.
581482,47166,A clock in a building in front of windows.,in,A clock,a building,,OF,A clock OF a building in front of windows.
60835,807277,A dog in a a cage with a bed and bowl,in,A dog,a cage,,atop,A dog atop a a cage with a bed and bowl
227478,382961,Black and white photograph of women on an old park bench,of,photograph,women,,off,Black and white photograph off women on an old park bench
15338,410741,The passenger buses are travelling down the road.,down,buses,road,are travelling,while,The passenger buses are travelling while the road.
117908,588235,a man and a cat looking inside a fridge,inside,a man and a cat,a fridge,looking,out of,a man and a cat looking out of a fridge
146155,397604,Two men standing near a bar drinking together,near,Two men,a bar,standing,holding,Two men standing holding a bar drinking together
35062,429854,A little boy asleep under a sunflower print blanket,under,A little boy,a sunflower print blanket,asleep,full of,A little boy asleep full of a sunflower print blanket
127530,329244,A man on a court swinging a tennis racket.,on,A man,a court,swinging,of,A man of a court swinging a tennis racket.
17182,90076,A wooden teachers desk with books stacked on it and a blackboard in the background.,with,A wooden teachers desk,books,stacked,across,A wooden teachers desk across books stacked on it and a blackboard in the background.
404678,28935,A group of people sitting in a restaurant booth eating food.,of,group,people,sitting,against,A group against people sitting in a restaurant booth eating food.
492110,95365,A man looking at a laptop with a confused look,at,man,laptop,looking,out,A man looking out a laptop with a confused look
447088,342758,Three baseball players from the Chicago cubs teams.,from,Three baseball players,the Chicago cubs teams,,besides,Three baseball players besides the Chicago cubs teams.
187513,28968,A bathroom with green walls and a toilet and a shower.,with,A bathroom,green walls,,towards,A bathroom towards green walls and a toilet and a shower.
192607,16116,A man and his truck on a trail in a forest.,on,A man and his truck,a trail,,off,A man and his truck off a trail in a forest.
249129,117489,A group of teddy bears sitting at a small table in front of a christmas tree.,of,group,teddy bears,sitting,on top of,A group on top of teddy bears sitting at a small table in front of a christmas tree.
374727,89252,a pole with many street signs standing in front of a very tall building,in front of,a pole with many street signs,a very tall building,standing,like,a pole with many street signs standing in front of a very tall building
521819,124198,a group of people are playing frisbee in a park,of,group,people,are playing,down,a group down people are playing frisbee in a park
375469,35501,Two surfers are riding a wave on their surf boards.,on,a wave,their surf boards,are riding,off,Two surfers are riding a wave off their surf boards.
164115,202154,A surfboard sitting next to a shopping cart.,next to,A surfboard,a shopping cart,sitting,inside,A surfboard sitting next to a shopping cart.
235784,788761,a kid stands in the snow on his skiis,in,kid,snow,stands,close to,a kid stands close to the snow on his skiis
462371,683741,Several people are gathered at a reception with appetizers.,at,Several people,a reception,are gathered,among,Several people are gathered among a reception with appetizers.
433980,405306,A photo of a woman that she took of herself.,of,A photo,a woman,took,among,A photo among a woman that she took of herself.
357430,49858,A large pizza sitting on a pizza pan with a slice missing.,on,A large pizza,a pizza pan,sitting,down into,A large pizza sitting down into a pizza pan with a slice missing.
147725,444841,A metro bus driving down a fairly busy city street.,down,A metro bus,a fairly busy city street,driving,above,A metro bus driving above a fairly busy city street.
209829,778772,A man that is standing on a surfboard in the water.,on,man,surfboard,is standing,during,A man that is standing during a surfboard in the water.
268375,116285,A group of elephants in an enclosed area with a lot of trees behind them.,of,A group,elephants,,inside of,A group inside of elephants in an enclosed area with a lot of trees behind them.
417465,100955,A bear sitting on a log with a really long tongue,on,bear,log,sitting,full of,A bear sitting full of a log with a really long tongue
342186,417938,A pizza with toppings served on a plate,with,A pizza,toppings,served,down,A pizza down toppings served on a plate
526751,288399,A boat sitting on top of a beach next to a body of water.,on top of,A boat,a beach,sitting,under,A boat sitting on top of a beach next to a body of water.
42628,372339,A group of people walking across very dirty snow.,of,group,people,walking,for,A group for people walking across very dirty snow.
497344,178720,A baby has one hand on a computer and holds a cellphone in the other hand.,on,hand,computer,has,by,A baby has one hand by a computer and holds a cellphone in the other hand.
183709,558725,People looking at a stop light on the other side of the road.,at,People,a stop light,looking,out of,People looking out of a stop light on the other side of the road.
142585,477038,A group of cars and motorbike crowd the streets.,of,group,cars,crowd,up at,A group up at cars and motorbike crowd the streets.
32038,120872,a close up of a pizza on a wooden table ,up of,a close,a pizza,,along,a close up of a pizza on a wooden table
419096,509219,A freight train running along tracks beneath a bridge.,along,A freight train,tracks,running,outside,A freight train running outside tracks beneath a bridge.
210099,29791,A cat sitting on a wicker chair in the sun.,on,cat,wicker chair,sitting,from,A cat sitting from a wicker chair in the sun.
